,Unnamed: 0,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon,geometry,code_words,cw_present
189,189,New beginning with new home,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-new-beginning-with-new-home/7326389048.html""></div>
</div>
1234 n. berendo st (studio)<br/>
<br/>
*half month deposit on approved credit<br/>
<br/>
*showings by appointment only<br/>
*price and availability subject to change, please confirm details at the time of showing<br/>
*photos and images may vary from actual apartments<br/>
<br/>
the contact<br/>
efren alvarado<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7326389048/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
mosser companies<br/>
www.mosserliving.com<br/>
<br/>
perfectly located to enjoy the benefits of urban living, while maintaining the charm of a quiet hollywood neighborhood, the residential east hollywood. a vibrant and diverse neighborhood located in the heart of los angeles, east hollywood is a well-known artist enclave, flourishing with nearby los feliz and silverlake as the epicenter of hip since the 1990’s. bordering little armenia-the highly walkable ‘hood is filled with blocks of vintage shops, casual bars, and art galleries. east hollywood is a great place to leave your car behind. get out and explore barnsdall art park, and nearby griffith park is a perfect escape from the hustle and bustle of city life. commuting from east hollywood is a breeze, just hop on the 101 or head to the metro station at vermont &amp; sunset to catch the red line, providing traffic-free access to dtla and the valley in minutes.<br/>
<br/>
the apartment<br/>
- newer appliances<br/>
- hardwood flooring<br/>
- pet friendly<br/>
- rent controlled<br/>
<br/>
lease terms<br/>
-lease: 1 year<br/>
-income requirement: 2.5xrent<br/>
-deposit: 1-2x rent (depends on credit)<br/>
-renters insurance required<br/>
-utilities paid by tenant<br/>
-pets: $500 pet deposit, $75/m dog, $50/m cat<br/>
-proof of income: pay stubs; offer letter; bank statements<br/>
<br/>
**application link ($42): www.1234nberendo.com<br/>
<br/>
*we do business in accordance with the federal fair housing law*<br/>
cabre #01341448    </section>", (East Hollywood),"$1,495",,423.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-new-beginning-with-new-home/7326389048.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
191,191,"TRENDY RENOVATED 1 BD WITH PARKING, POOL, GYM AND COMMUNITY AREA!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7326329505.html""></div>
</div>
one month rent free!!<br/>
<br/>
trendy renovated 1 bedroom located in east hollywood!! this is your chance to upgrade your hollywood living! the nicole apartments is a newly purchased hidden gem currently under full renovation!<br/>
<br/>
close to kaiser, the children's hospital, vermont/sunset metro, lacc, dining and nightlife on vermont st. the nicole apartments is your new oasis in the heart of the city.<br/>
<br/>
building features:<br/>
<br/>
**pool<br/>
**gym<br/>
**parking<br/>
**on-site laundry<br/>
**laminate flooring<br/>
** security cameras<br/>
**gated entry<br/>
**trendy kitchen design.<br/>
<br/>
please call or text lisa to schedule an appointment at:  <a class=""show-contact"" data-href=""/reply/lax/apa/7326329505/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
<br/>
*landlord reserves the right to modify rent prices, specifications, and amenities without notice or obligation.<br/>
*picture shown may differ from the actual unit<br/>
<br/>
we are equal housing provider, follows all equal housing laws    </section>"," (West Hollywood, Hollywood, Los Angeles, Central Hollywood)","$1,649",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7326329505.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
194,194,Wonderful Unit * Quartz countertops - Custom-tiled baths ~ Pets OK!! ~,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-unit-quartz/7326387040.html""></div>
</div>
4150 marathon street #416 los angeles, ca 90029<br/>
$3,092<br/>
2 beds - 2 baths<br/>
available now!<br/>
<br/>
parking:<br/>
<br/>
description<br/>
1 month free on a 13 month lease, and a $500 look and lease special<br/>
call to find out our current specials. offering impeccably-designed apartment homes and a host of smart urban amenities, the citizen at virgil village is a sanctuary of well-being in the heart of los angeles. each impeccably designed, light-filled two-bedroom apartment home features a private balcony, central hvac, and a host of designer finishes including an in-home washer and dryer, quartz countertops and vanities, custom-tiled baths, wood-style flooring, and stainless steel kitchen appliances. here, tastemakers, pet parents and active angelenos enjoy stylish finishes, private balconies and well-appointed social spaces set to the burgeoning creative scene of virgil village while adjacent to the city’s most vibrant neighborhoods, including echo park, koreatown and dtla<br/>
<br/>
nitty gritty lease length: 12-13 months income requirement: must have 2.5x the rent in total household income (before taxes, include in from all adults) utilities: trash, water application fee: $35 per applicant deposit: 1st month's rent additional: renter's insurance required pets allowed: cats, dogs dogs deposit: $350 limit: 2 rent: $50 restrictions: aggressive breeds cats deposit: $250 limit: 2 rent: $35 parking details: garage parking included in rent.<br/>
<br/>
office hours<br/>
tuesday-saturday 9am-6pm<br/>
the rents are all amortized rents with the concession applied. call to find out our current specialslicensed by the california department of real estate #01856672<br/>
<br/>
parking: yes laundry: yes<br/>
<br/>
<br/>
come visit your new home today!<br/>
<br/>
contact information:<br/>
<br/>
office address - 134 lomita st. el segundo, ca 90245<br/>
<br/>
contact us: cynthia  <a class=""show-contact"" data-href=""/reply/lax/apa/7326387040/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
website: https://coastlinerea.com/apartment-rent-details.aspx?id=3583<br/>
<br/>
co0524    </section>", (East Hollywood),"$3,092",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-unit-quartz/7326387040.html,34.08471,-118.290632,POINT (-118.290632 34.08471),art,True
224,224,!!! LARGE RENOVATED STUDIO !!! 334_102,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-renovated-studio/7323022867.html""></div>
</div>
<h2>description</h2>
<p>
$200 gift card with 1 year signed lease !!!
<p>
newly renovated studio apartment in historic building.
<p>
all utilities included!!!!!!!
very close to: ktown, east hollywood and silver lake!!!!
hardwood floors
recessed lighting on dimmers 
ceiling fan
new modern kitchen
granite counter top
remodeled bathroom
tons of street parking available
nice area of la
close to metro station
beautiful secured entryway and common areas. 
can move in right away.
<p>
pets okay under 25lbs with $600 additional deposit and $35 pet rent per month.
<p>
this property is located between korea-town and hancock park and is minutes away from   
downtown los angeles in mid wilshire. 
<p>
the wilshire area lies north of the santa monica freeway (interstate 10), east of beverly  
hills, west of downtown, and south of hollywood.
<p>
nearby restaurants include chinese house hao chi, cafe primo, denny's, seong buk dong, pinoy  
goodah, and the crazy hook. 
<p>
the nearest grocery store is hannam as well as it is nearby the shatto recreation center. 
nearby shopping include the show, the flower, jones apparel group and yoora inc.
<p>
recently renovated &amp; fully remodeled very large single apt with kitchen &amp; full bath - special  $1195.00
<p>
**section 8 vouchers accepted**
<p>
**currently offering leasing special discounted rental rate of $1195.00 from $1295.00 for your first year!**
<p>
**utilities not included in rent. tenant will be charged a flat fee of $75.00 a month to cover all utilities within home.**
<p>
**showings available this weekend!**
<p>
all prospects will be required to wear a mask to enter the premises to view the available home. all prospects will need to adhere to social distancing measures during the showing time above. a management representative will be present to assist all prospects with safe showing process. **</p>
<h2>features</h2>
<ul>
<li> hardwood floors </li>
<li> refrigerator </li>
<li> stove and oven </li>
<li> pet friendly </li>
<li> heat </li>
<li> laundry room </li>
</ul></p></p></p></p></p></p></p></p></p></p></p></p></p> </section>", (Los Angeles),"$1,195",,350.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-renovated-studio/7323022867.html,34.076915,-118.295945,POINT (-118.295945 34.076915),art,True
225,225,!!! FANTASTIC STUDIO !!! Large Pet :) 334_205,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-fantastic-studio-large-pet/7323028010.html""></div>
</div>
<h2>description</h2>
<p>
$200 gift card with 1 year signed lease !!!
<p>
recently renovated studio apartment in historic building.
<p>
all utilities included!!!!!!!
very close to: ktown, east hollywood and silver lake!!!!
hardwood floors
recessed lighting on dimmers 
ceiling fan
new modern kitchen
granite counter top
remodeled bathroom
tons of street parking available
nice area of la
close to metro station
beautiful secured entryway and common areas. 
can move in right away.
<p>
pets okay under 25lbs with $600 additional deposit and $35 pet rent per month.
<p>
hardwood floor
security door
on site manager
private bathroom
<p>
this property is located between korea-town and hancock park and is minutes away from   
downtown los angeles in mid wilshire. 
<p>
the wilshire area lies north of the santa monica freeway (interstate 10), east of beverly  
hills, west of downtown, and south of hollywood.
<p>
nearby restaurants include chinese house hao chi, cafe primo, denny's, seong buk dong, pinoy  
goodah, and the crazy hook. 
<p>
the nearest grocery store is hannam as well as it is nearby the shatto recreation center. 
nearby shopping include the show, the flower, jones apparel group and yoora inc.
<p>
recently renovated &amp; fully remodeled very large single apt with kitchen &amp; full bath - special  $1195.00
<p>
**section 8 vouchers accepted**
<p>
**currently offering leasing special discounted rental rate of $1195.00 from $1295.00 for your first year!**
<p>
**utilities not included in rent. tenant will be charged a flat fee of $75.00 a month to cover all utilities within home.**
<p>
**showings available this weekend!**
<p>
**all prospects who are interested in viewing this home may come by during our showings on saturday may 9th, 2020 and sunday may 10th, 2020 between 11:00 am to 12:00 pm.
<p>
all prospects will be required to wear a mask to enter the premises to view the available home. all prospects will need to adhere to social distancing measures during the showing time above. a management representative will be present to assist all prospects with safe showing process. **</p>
<h2>features</h2>
<ul>
<li> hardwood floors </li>
<li> refrigerator </li>
<li> stove and oven </li>
<li> pet friendly </li>
<li> laundry room </li>
</ul></p></p></p></p></p></p></p></p></p></p></p></p></p></p></p> </section>", (Los Angeles),"$1,195",,350.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fantastic-studio-large-pet/7323028010.html,34.076915,-118.295945,POINT (-118.295945 34.076915),art,True
229,229,"1207 N. Ardmore-Big, Bright Space! Parking incl! Location!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-1207-ardmore-big-bright/7325245881.html""></div>
</div>
spacious ground floor 1br, 1 bth in boutique complex in the heart of east hollywood.<br/>
hardwood floors throughout, big bright kitchen with vintage tile accents and plenty of room to bring your own refrigerator. modern bathroom, good size bedroom with a wall of closets. additional built ins for additional storage. <br/>
charming boutique building, with gated entry. one assigned parking space included with the unit. laundry on site. <br/>
walking distance to santa monica blvd. close to major studios and production companies, and all of e. hollywood's cafes, restaurants and attractions. easy access to major freeways. <br/>
this hidden gem will go quickly! call steve at  <a class=""show-contact"" data-href=""/reply/lax/apa/7325245881/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 (9am-6pm only) to set up a tour. social distancing in effect at all tours, masks required.    </section>", (East Hollywood),"$1,595",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-1207-ardmore-big-bright/7325245881.html,34.095209,-118.301409,POINT (-118.301409 34.095209),art,True
265,265,"Fully Equipped Unit w/$ 2 Parking | Water, Gas, Trash Paid","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-fully-equipped-unit-parking/7326056150.html""></div>
</div>
<h1>fully equipped unit w/$ 2 parking | water, gas, trash paid | close to los feliz and silver lake | water, gas, trash paid </h1><h2>4641 la mirada #11, los angeles ca 90029</h2>
<p>this remodeled upper unit is part of a small apartment complex. it features hardwood flooring, eat-in kitchen with a stove, dishwasher and fridge. the rooms are good sized plus you can rent 1 parking space for only $2 monthly (not a typo). this gated complex located close to great neighborhoods such as silver lake, los feliz, k-town! only a few minutes from: the vista theater, intelligentsia, sqirl, sunset junction, kaiser, the children's hospital and metro red line. come and make it yours!

</p><hr/> <u>c o n t a c t</u><br/> <br/><b>zaya</b><br/> <a class=""show-contact"" data-href=""/reply/lax/apa/7326056150/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>realtor bre #01902023<br/><br/><b>veryzaya.com</b><br/>for next showing times, lots of photos and complete information, please visit us online for free 
<hr/><i>hollywood echo park angelino heights angeleno silver lake los feliz</i> </section>"," (East Hollywood, Los Feliz, Silver Lake)","$1,895",2.0,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fully-equipped-unit-parking/7326056150.html,34.094509,-118.290132,POINT (-118.290132 34.094509),art,True
278,278,"BRIGHT, SPANISH STYLE, GRANITE TOPS, FREEBIES, NEAR KAISER PERMANENTE","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-spanish-style/7325945650.html""></div>
</div>
available june 2, 2021.  here is an ideal apartment because of its modern and warm interior, reasonable priced, fine design, good location, and for the charm and character of the place. this one bedroom apartment with free satellite tv service, wireless internet (wi-fi) free, a washer and dryer in the unit, and of course free water, trash, gardening, and exterior lighting.<br/>
we are south of the prestigious kaiser permanente sunset blvd. hospital, it is a small, spanish style complex, in a quite community. <br/>
this is a second story apartment, with great interior. a private free satellite dish service which include expensive hbo channels. it has hardwood floors, granite kitchen counters and two a/c, plus a washer and dryer in the service area inside the apartment.  the apartment has bright exposure to the south, to the east and to the north.<br/>
beautiful hardwood floors, dining area in the kitchen, fridge and gas-range, ceramic flooring in the kitchen and bathroom.  this place is a great hollywood location to call home (we had even endured a three-day movie shoot here, twice, but it is enough). <br/>
you have copper plumbing, new electrical wiring system.  this is a cozy and well designed 1 bedroom.  the apartment was completely rebuilt in the setting of a 1917 spanish garden courtyard (tons of flowers in the spring).  there are 10 units here, and convenient street parking with preferential parking with city permit.  the neighbors here are exceptional people who keep true to the sense of community on this site. in fact, we have two m.ds. in the complex. the wrought iron entry gate locks as a safety feature. the address is 1342 1/4 north edgemont street. access to the bus or subway, food or groceries is within easy walking distance;  four streets west of vermont ave, half a block south of sunset blvd., by kaiser permanente hospital.<br/>
rent per month (1 year lease) is $1,740.00 (free satellite and wireless internet too) with a security deposit of $800.00.  indoor cats welcome, but sorry, no dogs (we have sensitive residents (we love'm too, but since there's no room to roam, you'd need to find a different home).<br/>
looking for quiet, respectful, &amp; low-key tenants.  good credit is required.<br/>
for more information and more good news, call or text asher at  <a class=""show-contact"" data-href=""/reply/lax/apa/7325945650/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
, or contact us via email.<br/>
</section>", (1340 North Edgemont St.),"$1,740",1.0,650.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-spanish-style/7325945650.html,34.096658,-118.295674,POINT (-118.295674 34.096658),art,True
288,288,Small 1 bedroom for quiet and respectful tenant,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-small-bedroom-for-quiet-and/7313176113.html""></div>
</div>
we have a one bedroom apartment for rent. it will be available on june 1st as the tenant hasn't moved out just yet and then we will have to repaint the unit. it is a cute apartment but bear in mind that it is on the small side so it is for preferably for one person only, there is a bedroom and a dining room, two small walk-in closets, bathroom with tub/shower/small sink and also a kitchen (there is a fridge but there is no oven in the unit, you would have to bring your own). there is a lot of light and a lot of windows, it is one floor only. there is a courtyard with secure entry. it has old hollywood charm with hardwood floors and french windows. there's no parking in the building but there's free parking on the street, that said it is usually easy to find parking within a block but it isn't ""always"" easy, rather be honest. no laundry room but there are 3 laundromats literally each no farther than a block away. we are in the middle of everything, walk to school, stores, coffee shops, close to griffith park, library and freeways and you can walk to the subway / bus stops as well. water is included in the rent but not the other utilities like power and gas. this is a one year lease which then becomes month to month. we do not accept pets, sorry.<br/>
<br/>
now please read this: the building is very quiet and peaceful and all the tenants are nice to each other, we are looking for the someone who is the same and appreciate this type of environment. we are looking for someone that doesn't blast his music or tv at all hours, who is considerate of his neighbors, that is clean and doesn't let trash pile up everywhere and is respectful to everyone (tenants here are all from different backgrounds). <br/>
<br/>
to qualify, please write a small synopsis on why we should rent the place to you. this place is nice for the price so we expect a lot of answers but we have had several terrible tenants in the recent past and of course we do not want that to happen again, so we will be screening and ask for references. there is a $15 credit check. <br/>
<br/>
thank you for reading and wishing you all the best of luck with finding your dream apartment! :)    </section>", (East Hollywood),"$1,250",1.0,400.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-small-bedroom-for-quiet-and/7313176113.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
292,292,"Right Around the Corner, Near Everywhere You Want to Be.","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-right-around-the-corner/7325873437.html""></div>
</div>
1234 n. berendo # 07<br/>
<br/>
*half month deposit on approved credit<br/>
<br/>
*showings by appointment only<br/>
*price and availability subject to change, please confirm details at the time of showing<br/>
*photos and images may vary from actual apartments<br/>
<br/>
the contact<br/>
george saleeba<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7325873437/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
mosser companies<br/>
www.mosserliving.com<br/>
<br/>
a vibrant and diverse neighborhood located in the heart of los angeles, east hollywood is a well-known artist enclave, flourishing with nearby los feliz and silverlake as the epicenter of hip since the 1990’s. bordering little armenia-the highly walkable ‘hood is filled with blocks of vintage shops, casual bars, and art galleries. east hollywood is a great place to leave your car behind. get out and explore barnsdall art park, and nearby griffith park is a perfect escape from the hustle and bustle of city life. commuting from east hollywood is a breeze, just hop on the 101 or head to the metro station at vermont &amp; sunset to catch the red line, providing traffic-free access to dtla and the valley in minutes.<br/>
<br/>
the apartment<br/>
- newer appliances<br/>
- hardwood flooring<br/>
- laundry in building<br/>
- pet friendly<br/>
- rent controlled<br/>
<br/>
lease terms<br/>
-lease: 1 year<br/>
-income requirement: 2.5xrent<br/>
-deposit: 1-2x rent (depends on credit)<br/>
-renters insurance required<br/>
-utilities paid by tenant<br/>
-pets: $500 pet deposit, $75/m dog, $50/m cat<br/>
-proof of income: pay stubs; offer letter; bank statements<br/>
<br/>
**application link ($42): www.1234nberendo.com<br/>
<br/>
*we do business in accordance with the federal fair housing law*<br/>
cabre #01341448    </section>", (East Hollywood),"$1,565",,423.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-right-around-the-corner/7325873437.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
296,296,"Beautiful 2 bdrm, split level, parking!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bdrm-split-level/7325858884.html""></div>
</div>
beautiful 2 bdrm, split level, parking!<br/>
<br/>
centered between thriving koreatown and teeming hollywood, this quieter east hollywood neighborhood is known for lower rents, diversity and interesting eateries that offer new experiences and convenience.<br/>
<br/>
this apartment is situated on a quiet side street close to los angles city college, barnsdall art park and three large hospitals.  access to freeways and major thoroughfares is a breeze, and you can arrive in downtown los angeles within minutes.<br/>
<br/>
with a walk score of 86 out of 100, this location is ""very walk-able"" so most errands can be accomplished on foot.  just minutes from the metro red line (vermont &amp; santa monica station) and other public transportation lines makes this area very desirable.<br/>
<br/>
this 1950's apartment, with it's charm and comfort, is a split level unit which means there is no one living above you - bedrooms and bathroom above, living and kitchen area below!  nearly new appliances included (stove and refrigerator), garbage disposal, washer/dryer hookups, large closets, linen closet, storage closet, brand new light fixtures, gated parking and access to the backyard and side-yard grassy areas.<br/>
<br/>
one parking space included in rent and another available for a monthly fee.  on-site storage also available for a monthly fee.  responsive management and maintenance.<br/>
<br/>
no pets allowed.<br/>
<br/>
showing by appointment only.  please text  <a class=""show-contact"" data-href=""/reply/lax/apa/7325858884/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule.    </section>", (LOS ANGELES),"$2,300",2.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bdrm-split-level/7325858884.html,34.08361,-118.294008,POINT (-118.294008 34.08361),art,True
302,302,Gorgeous 2+2 Baths Townhome Apt with Balcony,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-22-baths-townhome/7318085256.html""></div>
</div>
details :<br/>
<br/>
• 2 bed/ 2 bath<br/>
• ​940 n. ardmore ave., los angeles, ca 90029​<br/>
• $2450 per month<br/>
• 360° virtual tour available here: www.bamliving.com/tour/granada/206<br/>
<br/>
availability :<br/>
<br/>
• available now!​<br/>
<br/>
<br/>
apartment features :<br/>
<br/>
• ​fully equipped kitchen: stove, refrigerator, microwave​, dishwasher<br/>
• vaulted ceilings<br/>
• ​recessed lighting​ with dimmers <br/>
• ​granite countertops​<br/>
• ​balcony with a view!<br/>
• gas fireplace<br/>
• mirrored closet doors<br/>
• central heating and ac<br/>
• ​gated under building parking​<br/>
• ​​parisian taupe paint throughout the unit (perfectly compliments any decor)<br/>
• ​hardwood floors​<br/>
• ​floor and ceiling crown molding​<br/>
• ​roman cornerstone pillars​<br/>
• bedroom ceiling fans<br/>
<br/>
<br/>
community features :<br/>
<br/>
• ​centrally located. easy to walk, bike, or drive and just minutes from hollywood, los feliz, silverlake, koreatown​ and more.<br/>
• wide variety of community attractions, including restaurants, nightclubs, theaters, art galleries, movie studios, parks, golf courses, shopping, grocery stores and more.​<br/>
• ​easy access to bus lines, metro redline, and the 101 freeway<br/>
<br/>
<br/>
lease terms :<br/>
<br/>
6 &amp; 12 month leases available* (*price shown is for 1 year lease - security deposit varies depending on credit check - visit www.bamliving.com for more details and to view our other available units)<br/>
<br/>
please call/text  <a class=""show-contact"" data-href=""/reply/lax/apa/7318085256/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
​ or  <a class=""show-contact"" data-href=""/reply/lax/apa/7318085256/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing appointment. view more of our available units at ​https://granada.bamliving.com/index.html    </section>", (East Hollywood),"$2,450",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-22-baths-townhome/7318085256.html,34.087335,-118.302147,POINT (-118.302147 34.087335),art,True
303,303,Spacious 2 Bed + 2 Baths Apt with Fireplace & Private Patio,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-bed-baths-apt-with/7318083303.html""></div>
</div>
details :<br/>
<br/>
• 2 bed/ 2 bath<br/>
• ​940 n. ardmore ave., los angeles, ca 90029​<br/>
• $2150 per month<br/>
• 360° virtual tour available here: www.bamliving.com/tour/granada/108<br/>
<br/>
availability :<br/>
<br/>
• available now!​<br/>
<br/>
<br/>
apartment features :<br/>
<br/>
• ​fully equipped kitchen: stove, refrigerator, microwave​<br/>
• ​recessed lighting​ with dimmers<br/>
• ​granite countertops​<br/>
• ​private patio<br/>
• gas fireplace<br/>
• mirrored closet doors<br/>
• central heating and ac<br/>
• ​gated under building parking​<br/>
• ​​parisian taupe paint throughout the unit (perfectly compliments any decor)<br/>
• ​hardwood floors​<br/>
• ​floor and ceiling crown molding​<br/>
• ​roman cornerstone pillars​<br/>
•bedroom ceiling fans<br/>
<br/>
<br/>
community features :<br/>
<br/>
• ​centrally located. easy to walk, bike, or drive and just minutes from hollywood, los feliz, silverlake, koreatown​ and more.<br/>
• wide variety of community attractions, including restaurants, nightclubs, theaters, art galleries, movie studios, parks, golf courses, shopping, grocery stores and more.​<br/>
• ​easy access to bus lines, metro redline, and the 101 freeway<br/>
<br/>
<br/>
lease terms :<br/>
<br/>
6 &amp; 12 month leases available* (*price shown is for 1 year lease - security deposit varies depending on credit check - visit www.bamliving.com for more details and to view our other available units)<br/>
<br/>
please call/text ​ <a class=""show-contact"" data-href=""/reply/lax/apa/7318083303/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
/ <a class=""show-contact"" data-href=""/reply/lax/apa/7318083303/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
)​ to schedule a viewing appointment. view more of our available units at ​https://granada.bamliving.com/index.html    </section>", (East Hollywood),"$2,150",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-bed-baths-apt-with/7318083303.html,34.087335,-118.302147,POINT (-118.302147 34.087335),art,True
304,304,Amazing 2 bed/ 2 bath with Balcony and Fireplace,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-bed-bath-with/7318086786.html""></div>
</div>
details :<br/>
<br/>
• 2 bed/ 2 bath<br/>
• ​940 n. ardmore ave., los angeles, ca 90029​<br/>
• $2395 per month<br/>
• 360° virtual tour available here: www.bamliving.com/tour/granada/106<br/>
<br/>
availability :<br/>
<br/>
• available now!​<br/>
<br/>
<br/>
apartment features :<br/>
<br/>
• ​fully equipped kitchen: stove, refrigerator, microwave​, dishwasher<br/>
• ​recessed lighting​ with dimmers<br/>
• ​granite countertops​<br/>
• ​private patio<br/>
• gas fireplace<br/>
• central heating and ac<br/>
• ​gated under building parking​ with ev charging<br/>
• ​​parisian taupe paint throughout the unit (perfectly compliments any decor)<br/>
• ​hardwood floors​<br/>
• ​floor and ceiling crown molding​<br/>
• ​roman cornerstone pillars​<br/>
• bedroom ceiling fans<br/>
<br/>
<br/>
community features :<br/>
<br/>
• ​centrally located. easy to walk, bike, or drive and just minutes from hollywood, los feliz, silverlake, koreatown​ and more.<br/>
• wide variety of community attractions, including restaurants, nightclubs, theaters, art galleries, movie studios, parks, golf courses, shopping, grocery stores and more.​<br/>
• ​easy access to bus lines, metro redline, and the 101 freeway<br/>
<br/>
<br/>
lease terms :<br/>
<br/>
6 &amp; 12 month leases available* (*price shown is for 1 year lease - security deposit varies depending on credit check - visit www.bamliving.com for more details and to view our other available units)<br/>
<br/>
please call/text ​ <a class=""show-contact"" data-href=""/reply/lax/apa/7318086786/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 or  <a class=""show-contact"" data-href=""/reply/lax/apa/7318086786/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule a viewing appointment. view more of our available units at ​https://granada.bamliving.com/index.html    </section>", (East Hollywood),"$2,395",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-bed-bath-with/7318086786.html,34.087335,-118.302147,POINT (-118.302147 34.087335),art,True
